Temperature1,Temperature2,Pressure1,Pressure2,Temperature3,Temperature4,Pressure3,Pressure4,Temperature5,Temperature6,Pressure5,Pressure6
28,16,42,283,22,10,23,306,29,43,19,884
23,11,39,236,18,13,23,257,27,43,18,918
19,10,37,233,14,18,18,224,22,48,17,892
20,10,37,234,14,22,13,203,24,50,13,904
21,10,34,229,10,20,17,181,20,50,18,942
22,11,33,214,10,23,13,229,24,50,23,987
19,10,31,187,10,26,10,233,19,50,25,974
14,14,29,179,10,26,15,216,19,50,27,956
18,19,26,192,15,23,20,171,18,50,32,921
17,21,22,215,20,18,21,161,22,48,37,918
19,23,26,239,19,23,17,197,27,50,38,901
19,25,23,271,16,18,18,226,30,50,40,872
15,27,21,294,12,13,18,237,30,50,38,836
15,24,18,333,16,10,16,277,30,46,35,822
11,23,21,370,16,11,15,279,30,42,37,795
16,24,17,343,21,16,20,231,29,42,34,782
16,20,21,366,21,13,18,275,28,39,34,823
14,17,20,352,24,11,20,317,28,40,37,789
19,15,21,307,23,10,19,364,23,43,39,831
21,14,21,347,22,10,19,317,18,47,35,877
25,12,25,345,25,15,24,274,13,49,30,908
20,10,30,356,21,13,25,286,15,49,32,945
15,10,29,365,23,11,24,333,20,44,35,908
10,10,30,369,24,12,19,362,18,40,40,910
10,13,34,370,26,12,15,411,23,42,44,953
10,10,36,408,25,15,13,459,28,40,40,937
10,11,37,435,25,11,10,507,30,37,35,917
10,10,34,387,30,10,10,468,26,35,35,914
10,10,37,367,29,10,14,422,30,38,35,902
13,13,38,343,24,11,17,422,26,40,33,926
11,12,35,385,24,13,13,471,25,41,28,878
16,10,31,394,29,10,18,481,21,40,31,832
11,14,29,360,25,10,13,433,22,42,36,881
13,18,25,407,25,10,12,461,20,45,38,901
17,23,21,379,22,10,14,500,18,43,33,865
17,28,25,429,26,11,13,497,15,47,33,887
22,25,23,395,22,10,10,524,17,45,35,883
22,25,21,406,27,10,11,529,14,50,37,933
21,29,24,401,29,12,12,522,17,50,42,931
16,30,22,449,24,10,15,561,13,50,46,904
20,27,26,414,21,15,17,587,10,50,45,888
24,22,31,421,18,14,20,572,11,46,40,891
28,20,36,428,14,15,21,538,15,50,38,850
30,15,32,391,18,13,23,504,18,48,37,835
28,18,29,400,21,18,20,545,19,49,42,829
29,21,26,383,17,15,23,513,24,50,40,798
30,22,28,367,19,15,25,549,27,50,39,802
29,26,24,408,21,15,26,529,22,46,37,763
25,25,28,377,23,19,29,556,23,48,39,763
22,22,25,331,18,22,32,593,28,47,39,811
27,22,29,346,22,25,36,622,24,42,44,826
22,22,31,347,26,26,41,591,29,39,46,836
24,25,34,370,22,22,37,619,27,41,41,826
25,27,31,372,26,22,37,614,30,38,43,847
29,26,29,412,28,20,41,573,28,42,41,852
25,27,31,390,29,18,43,525,30,43,39,879
27,31,32,395,24,20,41,493,30,47,44,869
25,34,28,390,23,22,36,524,29,43,48,894
26,36,28,368,23,27,31,475,30,39,48,846
21,32,24,416,22,25,27,463,30,38,43,891
25,33,21,369,21,24,29,488,30,36,45,914
22,31,25,403,17,24,26,456,30,37,41,957
26,36,28,363,18,26,29,414,30,32,38,973
24,32,30,388,23,29,28,394,28,37,39,954
19,31,31,379,25,25,27,435,26,37,42,909
24,35,32,415,24,22,29,387,21,32,42,950
23,32,29,367,19,25,34,338,20,31,41,919
26,31,31,381,18,20,39,348,17,30,42,924
22,29,36,335,19,25,40,377,21,27,45,920
17,29,36,312,17,26,44,402,21,28,41,927
17,32,34,299,18,26,40,363,17,24,46,900
12,32,32,318,19,27,43,381,15,20,43,866
16,28,36,342,24,30,39,388,13,24,39,896
11,29,38,300,24,32,43,403,17,23,37,852
11,24,33,299,20,29,43,421,13,18,34,843
10,26,35,287,25,33,44,400,10,19,34,850
13,25,34,331,28,38,46,422,12,15,32,826
17,27,39,350,29,43,44,461,11,12,32,798
20,26,35,381,30,39,47,447,10,12,31,770
15,27,39,417,26,43,46,487,10,10,31,817
20,31,35,420,26,42,41,463,12,13,34,794
15,26,39,408,21,44,42,432,10,10,34,819
17,22,35,427,17,47,44,422,14,13,38,806
13,19,31,431,20,49,42,470,10,13,42,768
10,21,26,468,22,49,47,508,11,14,44,793
11,19,25,515,25,44,44,475,10,18,40,789
10,23,30,477,23,39,44,445,10,20,44,801
10,22,27,437,23,41,41,446,12,20,49,797
10,26,30,397,22,38,36,491,10,25,45,797
11,29,32,350,19,35,38,461,10,29,44,759
10,31,29,353,23,36,36,501,10,34,39,751
10,33,26,361,19,33,41,479,10,35,44,794
15,29,25,361,14,38,41,435,14,35,47,744
15,32,27,395,14,35,45,403,17,37,47,748
17,35,22,362,18,38,44,394,14,34,50,744
17,30,22,379,18,43,48,345,19,31,45,724
20,26,23,334,23,40,50,347,24,35,40,686
19,23,21,319,28,35,46,314,22,33,41,725
20,22,17,320,30,32,44,359,19,36,41,675
19,25,14,351,25,34,40,320,19,36,45,705
16,30,16,383,24,35,43,308,15,31,44,657
19,31,18,381,25,39,43,317,17,29,41,639
15,30,21,360,27,40,40,350,13,30,43,663
16,29,25,399,30,36,41,335,18,26,42,670
16,31,26,438,30,41,43,368,22,26,41,646
13,28,30,397,25,36,45,319,17,26,46,629
10,26,26,383,30,32,40,283,13,23,48,589
10,22,26,337,28,29,40,274,11,21,45,555
10,21,26,362,30,30,42,307,12,20,40,590
13,21,29,343,28,32,46,352,10,19,43,594
13,22,30,362,26,29,45,357,15,16,40,552
12,21,26,409,25,25,42,388,16,20,40,545
10,21,22,408,29,24,47,341,16,18,44,503
12,17,23,400,30,20,50,344,18,16,46,502
10,13,20,379,25,24,47,347,23,13,50,507
10,16,17,370,22,23,44,354,27,17,50,551
10,17,16,377,17,20,39,359,30,12,50,552
11,17,18,335,14,16,40,368,28,12,50,504
12,15,22,334,10,19,45,386,30,17,50,462
13,20,18,297,10,15,50,433,30,12,50,459
18,19,13,303,10,12,50,466,26,12,49,436
19,20,10,326,13,14,47,435,30,13,50,388
22,23,14,314,10,13,45,479,27,13,50,388
27,26,19,316,10,14,48,489,30,15,47,379
23,28,21,280,10,12,50,526,30,17,44,379
21,31,19,271,10,12,50,532,26,17,41,358
17,35,15,294,14,10,50,511,25,15,39,349
21,30,11,340,14,13,50,542,26,17,36,369
19,31,14,380,13,10,50,539,29,12,38,417
15,28,10,330,14,12,50,552,30,16,35,418
19,33,10,329,14,10,50,555,28,17,40,465
18,37,12,305,17,10,50,567,30,13,45,497
20,34,10,323,20,10,45,594,30,13,48,500
18,32,14,335,17,10,45,575,29,10,47,473
13,36,18,362,15,10,46,565,25,15,47,466
12,33,19,318,18,12,42,544,26,10,46,447
10,29,15,333,21,17,38,587,21,10,48,465
13,33,11,343,20,12,38,541,17,10,43,420
15,34,14,307,20,12,33,512,19,13,46,454
11,35,16,305,22,17,34,539,15,11,41,498
10,33,19,323,17,21,38,569,18,11,38,466
10,31,23,364,21,19,40,543,21,10,41,419
10,35,28,362,22,17,37,495,20,11,44,397
10,34,26,342,22,14,32,513,25,10,49,364
12,33,25,388,23,11,33,551,28,11,46,369
10,38,20,416,26,13,37,589,24,10,45,363
11,34,25,438,21,17,36,635,19,10,41,385
10,39,30,417,18,22,31,623,23,15,39,335
13,37,31,439,20,22,29,582,25,20,35,315
10,41,32,481,25,24,32,577,22,20,36,313
13,39,31,465,22,23,37,574,18,18,31,292
16,40,30,501,17,22,34,593,22,18,30,330
13,39,32,455,13,20,36,638,26,20,29,377
12,41,32,408,10,15,31,663,29,22,30,370
10,41,31,457,10,16,28,663,30,27,29,382
11,43,31,448,13,17,26,656,27,22,34,395
10,44,28,402,16,22,25,675,22,22,32,369
12,44,28,377,18,27,27,712,26,22,28,400
16,42,31,398,19,22,22,745,23,19,32,386
15,38,31,445,17,21,24,791,23,14,37,380
12,42,31,472,16,23,24,751,24,13,37,397
11,42,29,423,19,25,22,730,20,11,40,351
11,43,27,399,16,20,17,724,20,10,43,364
12,39,29,422,20,24,19,693,16,15,43,365
13,37,25,434,19,20,21,715,21,18,38,342
15,33,21,446,23,17,22,722,18,19,38,390
11,29,22,397,20,20,25,760,13,16,36,371
15,27,24,410,19,17,25,789,11,18,39,381
13,29,22,392,24,13,20,776,16,17,36,425
15,33,25,367,21,13,15,806,18,17,35,396
14,31,24,343,16,10,16,813,21,21,33,429
13,27,29,358,20,14,14,819,20,19,35,444
15,31,34,340,24,19,17,776,22,22,36,456
14,26,37,376,21,14,17,793,20,17,33,489
14,29,40,420,26,16,14,762,21,19,29,517
16,33,35,395,24,16,15,749,25,22,31,477
16,35,36,356,20,15,17,778,27,17,28,442
14,30,41,343,15,11,12,771,30,18,24,475
15,29,37,353,19,16,15,795,27,22,23,522
10,27,36,393,15,16,14,796,29,17,19,484
10,31,39,383,18,12,17,826,30,18,23,517
10,33,41,378,16,17,15,801,25,19,20,502
10,30,43,424,18,22,11,811,29,14,21,544
10,33,43,473,22,17,10,761,30,17,16,516
10,29,43,444,24,12,15,754,30,21,20,479
10,24,42,466,24,12,18,791,25,23,19,515
12,26,43,492,21,11,14,841,23,21,23,468
17,27,44,505,16,12,10,862,18,16,27,453
12,27,47,495,14,16,15,904,15,15,29,464
10,24,50,477,19,16,20,954,14,17,34,482
10,25,50,494,20,18,16,972,13,15,30,446
10,24,48,499,24,16,16,930,18,19,32,491
10,24,45,542,28,21,20,929,14,14,34,511
10,20,45,547,26,24,19,973,10,18,30,508
10,17,48,507,30,25,18,955,10,16,30,495
13,15,45,489,30,27,21,966,10,11,28,519
15,13,45,513,25,25,17,988,10,10,31,517
14,17,43,556,25,27,19,953,12,15,36,556
10,17,46,537,22,32,14,939,12,20,40,578
15,21,42,583,24,35,19,920,10,21,35,530
18,25,45,587,29,39,20,958,11,24,34,480
18,25,50,630,30,40,25,968,10,21,29,513
17,23,46,591,30,40,22,967,15,17,30,542
19,23,41,625,30,41,21,955,10,15,28,563
17,24,39,613,30,45,18,999,15,12,31,557
12,25,37,600,28,48,21,999,19,17,26,524
16,26,36,594,24,50,23,999,17,15,30,474
20,31,41,632,23,50,23,999,12,14,31,491
17,30,44,611,23,50,21,956,10,13,29,451
21,25,48,592,28,49,23,907,10,15,34,460
20,26,50,636,26,50,21,894,13,11,31,481
22,22,47,653,26,50,24,879,12,15,26,477
26,23,48,663,24,48,24,901,10,20,21,472
21,20,50,673,21,44,23,851,10,18,18,463
16,17,50,719,18,47,24,804,10,13,20,459
17,16,50,707,16,50,21,823,10,17,18,486
13,15,48,668,11,49,23,859,10,18,14,454
10,12,50,667,11,45,19,844,14,18,13,427
13,10,50,655,11,50,19,860,10,16,14,439
10,10,50,657,16,50,18,906,15,20,18,446
10,10,45,661,13,50,13,915,13,25,18,456
10,13,42,622,10,50,16,949,10,25,23,494
11,14,47,609,10,45,11,958,10,30,28,483
10,11,50,657,10,50,10,919,15,35,31,470
10,10,50,651,15,50,12,904,11,32,33,431
14,10,50,621,11,50,10,873,10,29,29,481
13,10,49,590,14,47,10,869,15,28,24,438
15,10,50,546,11,50,10,822,10,27,25,483
14,10,49,591,15,49,11,827,14,29,29,451
10,10,50,588,18,44,10,827,16,32,33,423
14,10,50,595,18,41,13,781,18,32,29,423
14,14,50,561,15,37,18,775,20,35,32,466
16,10,50,534,19,32,17,798,23,37,29,492
11,10,49,486,19,35,12,838,21,38,31,442
10,12,50,475,16,34,10,885,18,43,27,411
15,10,50,440,11,36,10,926,16,39,29,364
14,12,50,402,10,39,10,897,20,44,26,326
17,13,49,385,10,39,10,939,15,49,23,373
19,16,46,342,10,35,10,922,14,49,26,409
21,21,50,324,13,40,10,920,11,44,28,427
16,23,50,368,12,43,12,941,15,49,30,423
12,20,50,390,15,47,11,927,20,48,32,431
12,25,45,426,16,42,15,891,15,50,36,400
11,25,48,424,14,41,15,910,19,50,39,397
10,28,47,453,18,41,16,919,23,49,42,394
10,30,48,405,21,43,14,936,24,49,45,391
10,33,47,374,16,44,11,947,22,50,49,430
10,28,50,327,15,47,10,965,27,50,50,474
10,24,47,322,17,42,10,999,25,50,50,503
10,24,50,363,14,45,10,999,23,45,50,482
11,21,48,359,18,49,10,958,19,43,50,482
15,24,43,320,16,50,14,973,19,42,49,473
15,29,39,273,15,50,19,961,17,38,46,490
15,31,44,311,17,50,14,953,19,43,50,480
16,26,44,311,14,46,15,972,19,43,45,438
18,24,48,266,11,45,18,938,22,47,50,449
15,27,50,304,10,50,18,966,17,43,50,426
20,26,50,354,10,49,13,928,13,42,50,438
24,22,50,319,14,47,17,879,18,38,50,479
22,17,49,342,16,44,21,879,20,39,46,508
18,19,47,382,21,39,22,891,22,36,43,492
16,18,50,379,21,40,17,890,18,33,45,482
11,19,49,355,21,37,20,840,22,28,48,495
10,23,50,329,23,36,16,844,18,32,47,498
10,25,50,359,26,41,16,869,21,29,46,458
13,30,50,396,21,43,19,863,26,34,49,489
17,25,50,353,20,40,14,907,21,39,48,489
21,21,50,389,25,44,14,908,20,38,50,512
22,25,50,368,27,39,15,921,19,35,45,540
26,29,50,391,30,35,13,968,18,33,46,583
27,29,48,441,27,33,10,970,22,33,46,611
30,33,46,484,22,38,12,931,26,29,50,577
30,36,44,503,20,41,11,908,27,30,50,529
30,38,46,501,18,45,14,864,30,26,50,532
25,33,50,492,21,43,10,823,30,26,50,547
20,30,50,494,18,39,12,831,29,21,45,534
17,35,50,493,21,37,10,819,27,26,48,526
13,30,50,460,23,39,15,777,30,27,50,552
10,27,47,495,26,39,20,760,30,22,50,533
11,30,50,468,27,40,18,780,29,17,50,519
10,27,50,517,23,37,17,770,26,19,48,492
10,26,46,520,25,36,16,816,21,19,45,446
10,29,47,502,20,31,14,816,24,23,49,453
10,25,50,473,16,33,17,833,21,28,48,482
15,20,47,503,13,31,15,804,19,25,47,450
15,20,49,478,11,30,18,777,21,25,43,490
19,24,50,469,11,27,13,805,26,23,47,532
22,27,50,447,10,22,17,844,21,18,44,505
26,31,50,445,10,23,22,802,26,22,43,487
21,33,48,472,15,19,17,787,28,18,46,493
24,36,46,469,14,21,22,822,28,23,48,509
22,41,48,469,17,16,21,843,24,20,50,557
22,38,50,441,22,14,16,856,22,17,50,548
19,34,46,430,21,19,21,894,22,13,50,520
23,39,45,415,25,20,24,912,20,11,48,511
25,35,46,374,24,20,29,902,21,12,44,540
29,32,44,385,23,20,24,922,18,10,43,531
30,35,41,381,27,20,23,915,15,12,42,579
27,38,40,333,30,23,27,915,18,10,37,540
22,34,37,291,26,27,24,905,16,10,40,527
25,34,32,334,30,28,29,871,21,11,40,577
25,30,30,297,30,27,25,869,20,10,43,588
23,28,34,346,30,24,24,890,22,10,43,602
28,30,30,346,29,25,22,890,20,12,46,621
30,27,33,358,26,30,24,872,19,12,49,607
30,27,37,347,23,27,25,894,16,17,50,564
30,22,36,363,20,25,20,864,17,14,48,559
26,23,40,318,22,24,16,879,15,18,50,590
27,26,38,283,22,23,11,921,14,18,45,621
29,28,35,323,21,23,11,891,13,22,44,588
27,28,34,323,16,23,10,853,15,25,39,627
27,29,30,290,16,19,10,864,14,29,36,673
29,32,29,277,20,18,10,904,14,26,38,640
28,36,25,317,18,18,10,862,17,30,42,611
30,39,22,272,13,17,13,865,13,32,40,580
29,35,17,291,17,16,16,904,13,33,36,530
24,30,13,295,16,14,17,875,10,34,40,545
24,30,17,315,20,12,17,848,10,32,37,531
23,31,12,293,25,12,12,835,14,32,36,515
26,31,13,243,30,17,15,789,11,29,37,529
28,27,15,293,30,21,19,799,13,26,36,569
24,32,15,300,25,25,21,813,16,28,32,612
26,37,13,269,21,23,22,836,19,29,30,585
23,34,11,308,17,19,22,840,14,28,33,590
25,32,10,299,16,14,17,814,11,29,37,615
23,27,14,249,11,12,17,795,15,24,34,572
22,23,12,263,11,17,15,770,10,25,29,552
20,21,14,244,10,20,19,722,14,20,34,569
19,18,13,244,13,19,21,706,19,24,39,521
20,18,17,268,10,14,17,726,24,20,42,475
20,22,22,308,10,18,20,694,28,21,44,519
21,17,19,347,10,14,24,648,24,19,49,491
26,17,21,327,11,19,20,651,26,22,50,509
23,19,17,360,10,18,16,698,21,27,46,541
27,20,21,387,10,23,13,668,18,22,49,501
28,21,25,363,15,27,12,665,15,26,50,466
25,16,24,403,11,26,13,621,17,31,47,436
26,16,28,390,10,27,17,632,16,36,43,427
26,18,32,369,10,32,16,664,16,31,43,402
27,23,35,371,10,30,14,645,13,28,40,436
23,18,33,330,14,25,17,686,12,28,38,448
25,16,35,299,18,22,20,663,16,33,35,481
26,18,31,298,18,25,16,648,15,34,30,527
25,18,29,333,19,23,20,629,18,39,28,516
21,21,30,293,17,27,18,593,13,43,28,476
20,25,25,251,14,24,13,602,12,48,25,466
25,26,24,255,17,20,17,569,10,50,26,454
24,23,28,237,19,19,12,528,10,48,28,473
19,25,24,234,24,24,10,534,10,45,23,515
23,22,23,210,23,28,10,568,10,46,25,546
19,20,27,193,21,26,10,618,13,49,23,585
23,22,27,213,18,31,10,587,10,47,20,580
25,19,30,167,15,36,10,548,12,50,20,563
29,14,31,197,12,31,10,541,16,50,18,540
30,19,28,155,17,35,12,508,15,47,16,552
30,18,27,191,19,36,15,520,16,49,20,599
30,19,24,200,20,40,11,513,17,50,23,598
30,19,28,227,25,44,11,471,19,46,19,619
28,19,23,234,21,49,10,426,18,50,15,658
25,22,24,240,19,49,10,427,16,48,20,704
28,25,20,193,16,48,11,472,16,48,16,713
30,24,23,215,16,50,10,447,21,45,11,711
27,23,26,195,17,48,10,495,17,49,11,746
30,21,22,211,12,50,14,477,13,50,14,734
28,24,22,213,16,48,10,440,11,50,18,740
30,21,17,189,16,46,10,438,10,50,21,742
26,22,22,192,13,50,10,395,10,50,19,742
29,24,26,190,12,50,10,408,15,50,16,693
30,20,29,223,17,50,11,387,18,50,16,701
26,16,28,238,15,50,10,413,23,50,19,724
26,13,25,226,13,50,13,426,22,50,18,704
28,12,28,262,11,50,15,419,18,45,16,746
28,10,32,248,10,48,11,440,20,47,11,793
28,10,32,294,10,46,10,426,19,48,14,803
27,12,29,262,15,44,10,376,17,47,10,817
30,16,34,302,11,41,14,353,14,50,15,832
28,19,32,307,15,40,15,310,13,47,16,871
30,17,28,348,18,45,14,304,14,48,20,914
30,15,27,317,23,46,13,277,18,43,15,963
27,20,22,332,24,50,14,321,15,41,13,928
30,18,17,366,24,45,12,299,20,45,10,911
25,18,21,407,25,48,15,292,22,47,13,935
27,21,18,452,30,50,19,313,22,48,11,942
30,22,13,402,30,50,20,277,26,45,11,952
28,24,10,437,27,46,16,233,22,43,11,905
23,23,15,482,28,45,19,193,17,44,14,946
28,23,10,485,26,43,19,231,22,48,10,943
30,20,11,529,30,40,21,203,21,45,15,911
30,25,10,485,30,40,25,191,18,46,10,937
28,20,10,477,30,38,25,222,17,50,14,928
29,17,10,503,26,41,23,177,19,45,11,974
30,13,14,495,21,36,21,155,17,49,12,999
30,10,11,493,23,41,19,112,19,50,16,960
25,10,10,467,22,44,20,100,18,47,20,929
30,10,11,434,18,46,19,100,15,45,23,939
25,14,15,425,21,41,20,131,11,45,21,973
28,17,15,457,23,40,24,100,10,46,19,957
30,13,14,444,27,38,25,100,11,45,20,971
29,18,10,398,27,41,22,100,10,49,16,966
25,13,10,394,29,39,20,123,15,48,19,959
27,17,10,368,27,42,24,108,14,46,16,959
29,13,11,386,30,47,21,104,16,42,16,930
30,10,10,409,28,48,17,131,21,46,17,899
28,15,14,361,27,45,19,100,17,48,16,924
30,17,14,321,23,49,19,146,12,45,20,905
26,18,14,366,22,44,17,135,14,42,16,941
25,22,18,401,25,43,14,104,10,40,19,954
22,25,13,390,22,39,10,100,15,43,15,947
24,30,11,360,20,43,10,100,19,41,20,951
29,33,10,410,15,39,10,100,20,37,25,945
26,35,14,371,20,35,13,119,24,35,21,949
30,33,18,390,17,38,17,144,23,34,16,976
30,32,21,416,22,38,18,144,26,39,13,953
27,36,18,391,24,40,13,150,22,36,15,906
24,36,20,362,19,39,13,144,21,40,17,938
28,34,15,403,18,44,10,174,23,38,21,920
25,38,15,415,21,46,10,189,25,34,17,942
29,35,19,389,21,45,10,228,28,38,13,951
24,30,14,389,24,42,15,231,30,43,11,907
28,25,13,424,28,42,14,197,28,45,11,899
30,21,14,427,28,46,15,155,23,49,10,924
30,22,10,393,30,49,12,127,19,48,14,953
29,25,10,440,27,50,16,100,18,50,17,924
30,22,10,392,29,48,13,100,21,50,14,953
27,20,13,411,30,47,10,100,24,50,13,928
24,23,10,413,30,49,10,142,28,46,14,892
26,20,10,402,29,49,10,100,30,48,16,942
22,21,10,448,30,50,11,100,30,50,16,913
26,25,10,458,30,50,12,123,27,50,12,941
27,22,12,488,30,50,17,100,26,49,16,922
27,18,14,439,27,45,22,100,21,46,20,888
24,16,10,411,23,48,22,108,26,46,23,866
24,14,12,388,26,44,26,126,22,44,19,905
25,12,14,405,23,42,28,100,25,45,16,878
30,10,12,420,23,37,28,100,30,41,19,867
25,10,17,440,21,42,23,147,25,46,20,910
27,10,19,397,20,47,24,142,28,41,21,897
27,10,19,443,24,42,19,178,30,36,26,929
24,10,15,395,25,40,17,146,30,37,23,883
21,10,13,386,29,36,19,100,29,42,27,880
23,10,12,345,28,41,17,149,24,45,30,902
19,10,12,301,30,45,16,121,22,48,31,952
18,10,10,299,30,42,18,100,27,49,26,969
16,10,10,273,28,41,23,107,26,45,29,973
11,15,15,274,30,40,24,100,21,40,25,999
10,16,12,263,28,43,22,100,20,37,25,960
14,19,11,286,29,42,17,118,20,35,29,972
16,24,13,256,24,43,19,100,20,35,29,990
12,22,10,286,29,44,24,100,19,39,28,947
10,22,10,295,30,43,27,100,15,38,24,961
10,26,10,341,30,46,27,130,13,35,23,921
10,27,10,340,30,43,23,125,15,32,21,927
12,22,10,348,30,47,26,121,10,30,25,957
17,23,10,397,30,49,30,133,13,33,22,976
12,24,12,440,30,46,32,129,16,31,20,961
11,25,17,439,30,50,32,100,14,27,22,988
10,25,22,460,25,45,35,110,17,24,23,966
10,24,20,456,22,41,32,100,14,28,27,955
13,24,23,476,21,41,30,118,10,31,31,935
11,19,19,481,25,43,30,100,10,26,26,971
15,14,14,463,23,43,33,123,10,26,29,962
10,16,10,446,25,44,29,113,10,28,31,934
15,15,10,406,24,46,28,100,14,26,27,891
13,19,14,364,26,50,23,100,11,25,24,883
12,16,14,364,30,48,21,100,10,29,23,916
16,20,13,379,30,50,24,100,11,30,22,909
11,20,18,372,30,48,24,100,13,33,24,909
11,19,14,355,26,49,25,140,18,37,26,919
15,16,12,378,29,44,27,177,20,35,27,925
18,15,15,355,28,39,30,177,17,34,27,878
18,12,18,321,29,34,34,214,20,37,27,928
23,10,18,349,30,30,38,212,17,41,24,898
21,14,13,308,30,28,39,213,12,40,21,891
18,10,16,337,28,23,37,178,10,44,25,849
19,13,16,291,25,28,32,147,14,43,20,890
24,11,20,286,29,32,31,163,19,41,19,880
25,10,15,252,30,27,27,165,23,44,18,857
24,10,13,246,28,30,26,208,22,39,20,811
25,13,11,244,25,34,24,192,18,40,20,808
24,14,14,201,27,34,23,178,23,38,19,856
20,14,13,204,29,29,26,150,24,41,22,825
25,11,18,226,30,25,25,194,24,40,24,819
28,13,13,201,28,30,20,215,19,38,28,846
28,10,18,216,30,29,18,193,21,42,33,823
26,10,23,247,30,24,13,185,23,39,33,813
21,12,20,293,30,28,16,162,21,36,34,821
16,10,21,296,30,25,17,211,26,35,33,784
16,10,22,261,30,25,20,184,22,32,38,827
21,14,17,284,30,28,16,149,20,31,34,873
17,15,22,271,29,23,15,159,16,35,35,901
17,12,22,249,30,23,19,179,16,30,34,862
20,10,26,220,30,22,24,211,18,35,35,865
19,12,22,219,25,25,29,251,20,31,38,899
20,10,17,226,30,27,32,223,22,31,33,879
19,15,20,205,25,31,34,266,20,31,31,852
17,15,24,253,29,33,37,218,24,29,26,837
18,13,24,211,24,30,40,223,20,25,24,801
20,17,23,198,20,26,38,197,22,29,29,804
21,13,20,239,17,29,35,163,17,30,26,755
23,13,21,282,21,28,32,144,19,31,25,757
27,10,17,324,25,27,33,189,23,36,29,753
30,10,19,344,24,26,30,237,24,37,33,769
25,14,19,362,28,27,25,236,21,33,30,735
25,18,21,335,30,27,29,228,22,37,28,760
26,17,21,327,30,29,31,245,25,32,31,771
26,18,16,292,30,30,36,223,23,34,36,744
30,23,21,323,26,31,31,177,25,31,31,775
27,22,20,331,26,34,34,144,25,29,30,761
27,19,18,374,24,29,37,164,28,26,35,811
25,23,20,402,27,32,32,151,30,23,39,844
20,27,22,399,29,32,30,112,29,21,42,819
17,23,24,375,30,30,34,104,24,25,37,821
21,21,21,391,29,25,34,131,29,24,38,830
16,23,20,390,30,23,35,181,30,25,42,809
20,19,24,345,30,28,34,201,28,28,38,766
24,16,25,367,25,33,36,158,28,23,41,738
27,16,23,391,25,34,36,194,30,21,43,689
27,15,22,347,29,30,35,191,25,23,43,738
24,10,18,361,25,29,36,179,29,19,41,755
20,10,23,339,29,32,32,215,27,14,40,740
16,11,22,315,27,36,36,242,22,14,36,736
20,10,17,364,27,38,34,266,23,10,31,760
17,12,21,330,28,38,32,254,19,10,30,798
15,17,23,316,30,37,32,249,22,10,33,804
15,19,19,353,29,36,27,241,19,14,32,812
20,14,23,370,30,38,32,209,18,16,34,782
24,18,18,338,30,39,36,163,19,15,29,740
20,23,20,327,30,34,41,165,21,13,33,724
21,24,20,315,30,36,36,128,19,10,30,696
26,27,21,289,30,39,37,157,20,15,30,681
22,22,25,264,26,35,38,126,22,18,29,675
22,19,28,275,30,33,38,100,23,16,25,687
19,18,24,259,30,37,38,100,25,15,25,700
16,17,23,286,28,38,41,139,25,19,30,694
19,15,19,336,30,36,40,175,23,23,28,671
19,17,24,308,30,38,41,173,23,27,31,694
16,16,29,304,30,41,46,125,28,28,36,672
16,12,33,296,26,44,43,169,30,23,35,684
18,15,36,247,22,47,45,183,30,21,34,675
18,11,34,247,27,48,43,140,29,23,33,668
14,10,33,245,30,50,46,100,30,23,30,633
18,14,33,294,28,50,47,109,30,27,35,679
14,18,32,319,30,46,44,100,29,31,30,671
15,21,34,269,30,44,45,131,30,29,28,670
10,18,35,282,30,49,42,151,30,25,23,653
11,15,40,248,25,44,47,117,30,25,21,665
13,19,39,246,24,45,43,128,28,25,21,638
13,14,34,255,24,44,47,107,23,25,16,659
17,10,34,280,23,40,50,100,24,20,16,661
13,10,37,327,20,38,50,127,29,18,13,686
10,15,37,347,16,42,45,157,30,18,10,695
14,20,38,325,16,44,45,125,29,13,10,711
16,16,42,332,13,46,43,100,27,18,10,712
18,20,44,379,13,41,46,100,22,15,10,720
14,22,42,406,16,44,50,144,20,15,13,756
16,20,38,417,17,41,50,100,21,20,12,726
14,16,43,420,20,37,50,108,18,16,11,718
19,21,38,409,16,37,50,100,13,21,11,743
22,25,33,399,19,36,45,117,11,21,10,743
23,27,31,374,16,38,46,165,10,22,12,783
22,28,30,347,18,43,50,143,14,21,10,761
18,31,27,320,15,44,45,135,10,19,10,796
19,30,29,315,15,46,42,179,13,20,15,764
16,26,34,291,10,45,41,186,16,25,15,773
20,29,29,246,13,44,46,191,12,25,11,803
17,27,33,296,17,40,50,164,13,26,10,785
19,30,35,335,12,40,50,124,10,26,10,821
14,25,34,363,10,40,50,113,13,28,10,839
14,23,30,328,15,42,50,100,10,29,11,813
18,22,34,334,13,39,50,100,15,29,15,838
18,27,34,329,10,35,45,100,16,33,20,812
21,31,38,305,11,30,50,100,14,34,15,768
18,34,33,317,10,33,50,100,18,37,13,790
21,29,37,340,10,33,46,116,20,37,15,798
16,33,36,389,10,33,42,149,19,39,10,828
19,34,35,430,10,30,38,198,20,41,12,859
15,31,33,444,15,25,33,184,18,40,13,846
20,31,37,450,10,25,37,194,23,45,11,889
23,27,39,466,14,20,42,168,26,40,15,913
27,29,37,516,18,21,41,133,30,40,19,931
